mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings
VODAFONE,2017,Communications,GBR,United Kingdom,SLE,Sierra Leone,268897,-274022,NA,NA,249175,NA,268897,NA,25994,-726722
VODAFONE,2017,Communications,GBR,United Kingdom,SGP,Singapore,173445302,-2611965,682980,208,16475746,1234252,71552415,101892887,54148490,-35545533
VODAFONE,2017,Communications,GBR,United Kingdom,SVK,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035260
VODAFONE,2017,Communications,GBR,United Kingdom,ZAF,South Africa,4571550484,2332987289,358575641,5253,2064370650,345248520,4467946554,103603930,7364842584,2588626649
VODAFONE,2017,Communications,GBR,United Kingdom,ESP,Spain,5313899932,-464732464,-258123,5188,6138939472,376050,5033182788,280717144,22001449696,-9924823875
VODAFONE,2017,Communications,GBR,United Kingdom,SWE,Sweden,4304342,582456,103488,3,566964,33878,153637,4150704,730432,2467246
VODAFONE,2017,Communications,GBR,United Kingdom,CHE,Switzerland,45592010,-3357684,686487,7,677787,214495,37250690,8341320,108576316,-2239452
VODAFONE,2017,Communications,GBR,United Kingdom,TWN,Taiwan,NA,148068,437264,NA,NA,NA,NA,NA,1138471,226875
VODAFONE,2017,Communications,GBR,United Kingdom,TZA,Tanzania,408187783,28854285,20960381,556,280337219,9339964,408187783,0,49309837,194995614
VODAFONE,2017,Communications,GBR,United Kingdom,TUR,Turkey,3147223749,-59312068,40545961,3410,1033562190,33508291,3095532580,51691169,8437447274,-6542911046
VODAFONE,2017,Communications,GBR,United Kingdom,ARE,United Arab Emirates,16582613,1729149,NA,14,1108944,NA,NA,16582613,10732,-183296
VODAFONE,2017,Communications,GBR,United Kingdom,GBR,United Kingdom,17424844842,1843141215,-33710441,17951,4438914128,56811860,9447933742,7976911101,1834975349011,-163546789568
VODAFONE,2017,Communications,GBR,United Kingdom,UKR,Ukraine,4035138,1493152,NA,NA,377154,NA,55272,3979866,13522650,-1732313
VODAFONE,2017,Communications,GBR,United Kingdom,USA,United States of America,261915220,-36770556,-67921698,445,21202798,-53254487,59315076,202600144,62023538,-99665481
VODAFONE,2017,Communications,GBR,United Kingdom,ZMB,Zambia,11088838,-2592948,-51646,182,6223167,-2161,11088838,NA,299671,-1135412
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,NLD,Netherlands,445000000,348000000,NA,2400,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,GBR,United Kingdom,1034000000,68000000,NA,3000,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,FRA,France,393000000,20000000,NA,1400,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,DEU,Germany,495000000,23000000,NA,1200,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,ESP,Spain,376000000,7000000,NA,1200,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,ITA,Italy,301000000,35000000,NA,600,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,SWE,Sweden,389000000,14000000,NA,900,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,CHN,China,1389000000,102000000,NA,4400,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,USA,United States of America,1045000000,59000000,NA,2600,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,IND,India,329000000,45000000,NA,1700,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,other emea countries,NA,1431000000,161000000,NA,5900,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,other asian countries and pacific,NA,1087000000,59000000,NA,4600,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,other south america,NA,724000000,146000000,NA,2400,NA,NA,NA,NA,NA,NA
AKZO NOBEL,2021,"Chemicals, Petroleum, Rubber & Plastic",NLD,Netherlands,other north america,NA,149000000,17000000,NA,500,NA,NA,NA,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,AGO,Angola,NA,35000,NA,0,NA,NA,0,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,SAU,Saudi Arabia,NA,-467000,NA,3,10000,NA,1000,143000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,AUT,Austria,NA,-3459000,NA,8,15677000,NA,32658000,104000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,BWA,Botswana,NA,-4839000,NA,193,3454000,NA,16456000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,BRA,Brazil,NA,3284000,742000,406,519000,782000,19713000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,DNK,Denmark,NA,-27072000,NA,308,36368000,NA,136860000,823000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,ARE,United Arab Emirates,NA,3859000,NA,563,5385000,NA,144866000,418000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,ITA,Italy,NA,186591000,76655000,4216,131716000,77940000,1681466000,22133000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,KWT,Kuwait,NA,36000,NA,3,7000,NA,37599000,205000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,ROU,Romania,NA,-12643000,NA,78,1248000,NA,14067000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,ZAF,South Africa,NA,-772000,NA,NA,7000,NA,145000,5000,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,SWE,Sweden,NA,-73000,NA,10,522000,NA,15695000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,GBR,United Kingdom,NA,-72000,33000,36,2808000,25000,3604000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,USA,United States of America,NA,24276000,NA,1464,18631000,1347000,379191000,NA,NA,NA
ASTM,2020,"Transport, Freight & Storage",ITA,Italy,ZMB,Zambia,NA,-38000,NA,NA,NA,NA,NA,NA,NA,NA
DNO,2018,Mining & Extraction,NOR,Norway,IRQ,Iraq,687505648.8600552,395063642.91699463,NA,854,NA,NA,NA,NA,NA,494634595.38963914
DNO,2018,Mining & Extraction,NOR,Norway,OMN,Oman,15338163.742594602,11609549.352129616,1271118.5422039726,41,NA,NA,NA,NA,NA,-7626711.253223835
DNO,2018,Mining & Extraction,NOR,Norway,YEM,Yemen,NA,-5762404.057991342,NA,5,NA,NA,NA,NA,NA,-80843139.28417265
DNO,2018,Mining & Extraction,NOR,Norway,SOM,Somalia,NA,-932153.5976162464,NA,NA,NA,NA,NA,NA,NA,-4576026.751934301
DNO,2018,Mining & Extraction,NOR,Norway,NOR,Norway,84741.2361469315,-37116661.43235599,-9152053.503868602,25,NA,NA,NA,NA,NA,-40167345.93364553
DNO,2018,Mining & Extraction,NOR,Norway,GBR,United Kingdom,677929.889175452,-5762404.057991342,NA,3,NA,NA,NA,NA,NA,-38218297.50226611
DNO,2018,Mining & Extraction,NOR,Norway,other,NA,31862704.791246243,420231790.0526333,NA,145,NA,NA,NA,NA,NA,-42963806.72649427
VODAFONE,2019,Communications,GBR,United Kingdom,ARE,United Arab Emirates,4905384,447000,NA,18,10356,NA,NA,4905384,NA,-473045
VODAFONE,2019,Communications,GBR,United Kingdom,ALB,Albania,125518628,9923372,1727871,398,94911424,2208936,105036976,20481652,40758066,119272034
VODAFONE,2019,Communications,GBR,United Kingdom,AGO,Angola,1706650,722488,NA,8,NA,115886,1706650,NA,NA,-985330
VODAFONE,2019,Communications,GBR,United Kingdom,ARG,Argentina,NA,-108857,NA,NA,NA,NA,NA,NA,179000,-150000
VODAFONE,2019,Communications,GBR,United Kingdom,AUT,Austria,2468494,89369,NA,NA,892000,NA,9494,2459000,13053000,-14304000
VODAFONE,2019,Communications,GBR,United Kingdom,AUS,Australia,13184519,-540896,93510,14,1712653,184608,6583973,6600546,5195820,1721030
VODAFONE,2019,Communications,GBR,United Kingdom,BEL,Belgium,9640000,1200539,NA,21,1144000,NA,372000,9268000,8568000,-5153000
VODAFONE,2019,Communications,GBR,United Kingdom,BHR,Bahrain,1913788,-95000,NA,NA,NA,NA,1349206,564582,303442,297177
VODAFONE,2019,Communications,GBR,United Kingdom,BRA,Brazil,5673742,-3836684,NA,2,2110431,NA,5002742,671000,1295083,-9467255
VODAFONE,2019,Communications,GBR,United Kingdom,CAN,Canada,NA,-1746286,NA,4,NA,NA,NA,NA,8387000,-5130000
VODAFONE,2019,Communications,GBR,United Kingdom,COD,Democratic Republic of the Congo,409130344,-2785609,3878471,589,249633429,5058009,409130344,NA,879028,-547346994
VODAFONE,2019,Communications,GBR,United Kingdom,CHE,Switzerland,24907468,-3885582,422635,2,3054056,3000,21823351,3084117,108744623,3749856
VODAFONE,2019,Communications,GBR,United Kingdom,CIV,Côte d'Ivoire,2409388,-1133066,100364,8,NA,115886,2409388,NA,7515007,-7449017
VODAFONE,2019,Communications,GBR,United Kingdom,CHL,Chile,NA,-316671,NA,2,NA,NA,NA,NA,NA,-488000
VODAFONE,2019,Communications,GBR,United Kingdom,CMR,Cameroon,5320733,944549,401455,31,220098,231771,5320733,NA,434236,2937230
VODAFONE,2019,Communications,GBR,United Kingdom,CHN,China,7618529,-981348,12808,22,634977,45074,4062795,3555734,18798901,-11662862
VODAFONE,2019,Communications,GBR,United Kingdom,CZE,Czechia,578079648,62158659,14390427,1823,287277699,12507421,573022252,5057396,56697782,203979531
VODAFONE,2019,Communications,GBR,United Kingdom,DEU,Germany,11009798792,107934816,109217124,14620,7521664557,110309851,10423902770,585896022,4486789461,-11779111539
VODAFONE,2019,Communications,GBR,United Kingdom,DNK,Denmark,1159000,286068,-736,NA,73000,NA,NA,1159000,16460000,-16253000
VODAFONE,2019,Communications,GBR,United Kingdom,EGY,Egypt,1218790290,353746436,43011566,9213,708373462,89982574,1153909809,64880481,66746988,447518647
VODAFONE,2019,Communications,GBR,United Kingdom,ESP,Spain,4764950605,-6411942071,172206,5204,5630543343,-31001,4682809444,82141161,24736949279,-17676526932
VODAFONE,2019,Communications,GBR,United Kingdom,FRA,France,46239844,4090973,749892,45,20634167,NA,19043844,27196000,5521880,21929404
VODAFONE,2019,Communications,GBR,United Kingdom,GBR,United Kingdom,16728995917,899691304,45759386,16615,4856716638,74649003,9742435675,6986560242,1875592561603,-249395762421
VODAFONE,2019,Communications,GBR,United Kingdom,GGY,Guernsey,NA,-8011833,NA,NA,NA,347657,NA,NA,34635892,-10286841
VODAFONE,2019,Communications,GBR,United Kingdom,GHA,Ghana,247562243,-253347123,1231608,1008,116743001,1088203,246539671,1022572,1080714266,-1245009761
VODAFONE,2019,Communications,GBR,United Kingdom,GRC,Greece,951775187,59959295,43593862,2254,454533695,28523510,947001791,4773397,370556180,120097773
VODAFONE,2019,Communications,GBR,United Kingdom,HKG,Hong Kong,98236979,-1676990,-24986,79,11649965,11603,60160466,38076513,131673056,-104224237
VODAFONE,2019,Communications,GBR,United Kingdom,HUN,Hungary,635536348,57438396,10829353,3606,199275408,10265397,560998981,74537367,715353979,-176200926
VODAFONE,2019,Communications,GBR,United Kingdom,IRL,Ireland,1039862772,4200367,5136162,1329,408120520,5542076,976662973,63199799,655515016,91480931
VODAFONE,2019,Communications,GBR,United Kingdom,IND,India,2166266938,-1237139005,-41877489,14402,12792146,69979154,1601753171,564513766,800117524,552295674
VODAFONE,2019,Communications,GBR,United Kingdom,ITA,Italy,6177068541,618701697,230911001,7308,3260896243,153811583,6011577242,165491300,248970524,5337747186
VODAFONE,2019,Communications,GBR,United Kingdom,JEY,Jersey,20010,-9511,NA,NA,NA,NA,NA,20010,1273509454,-1273509454
VODAFONE,2019,Communications,GBR,United Kingdom,JPN,Japan,11872987,-438080,139300,13,1944993,183662,6023680,5849307,531610,-4875558
VODAFONE,2019,Communications,GBR,United Kingdom,KEN,Kenya,53976202,122858156,8740337,23,220420,846235,53976201,1,53966224,-141979431
VODAFONE,2019,Communications,GBR,United Kingdom,KOR,South Korea,9914320,-632761,-2307,6,1219626,6795,8600615,1313705,3361185,-3842358
VODAFONE,2019,Communications,GBR,United Kingdom,CYM,Cayman Islands,NA,-4766026528,NA,NA,NA,NA,NA,NA,14131672705,-7170191619
VODAFONE,2019,Communications,GBR,United Kingdom,LSO,Lesotho,82599035,31131362,7093715,217,50789080,7444360,82492789,106247,284611,55942120
VODAFONE,2019,Communications,GBR,United Kingdom,LUX,Luxembourg,1863124022,1878938469,22001124,367,3604540,23698641,173973762,1689150260,455733787026,-69936873495
VODAFONE,2019,Communications,GBR,United Kingdom,MLT,Malta,224230611,91153350,9859080,347,49966290,8161628,84188334,140042277,74552183,451959503
VODAFONE,2019,Communications,GBR,United Kingdom,MUS,Mauritius,30886492,-372989021,7755531,5,22319,10619966,535188,30351303,15096294918,-5661524666
VODAFONE,2019,Communications,GBR,United Kingdom,MEX,Mexico,763000,368582,NA,2,NA,NA,NA,763000,164000,502000
VODAFONE,2019,Communications,GBR,United Kingdom,MYS,Malaysia,2463772,-557000,53901,NA,109323,17394,1682640,781132,4195961,15755
VODAFONE,2019,Communications,GBR,United Kingdom,MOZ,Mozambique,303016665,79822378,26281709,541,205725614,25474797,303016664,NA,83183890,149242063
VODAFONE,2019,Communications,GBR,United Kingdom,NGA,Nigeria,28310314,2863047,702545,201,2054244,811200,28310314,NA,1010950,15905261
VODAFONE,2019,Communications,GBR,United Kingdom,NLD,Netherlands,23737532,-8824244992,24525848,NA,6522326,24545130,7530136,16207396,90140660097,-18893546087
VODAFONE,2019,Communications,GBR,United Kingdom,NOR,Norway,127335,42408,NA,NA,NA,-136,127335,NA,NA,NA
VODAFONE,2019,Communications,GBR,United Kingdom,NZL,New Zealand,1187198254,22527159,14239438,2771,592705386,13405084,1167590426,19607828,313029810,774977419
VODAFONE,2019,Communications,GBR,United Kingdom,PRT,Portugal,1060742644,50640623,23498685,1397,864901496,1909042,1031086223,29656421,81194008,175321922
VODAFONE,2019,Communications,GBR,United Kingdom,QAT,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VODAFONE,2019,Communications,GBR,United Kingdom,ROU,Romania,888733180,8922562,3252171,4748,358053133,8624836,806020507,82712673,150264080,73476345
VODAFONE,2019,Communications,GBR,United Kingdom,RUS,Russia,1969000,63840,21091,4,124000,17452,477000,1492000,19171000,-17993000
VODAFONE,2019,Communications,GBR,United Kingdom,SWE,Sweden,2512000,23748,69312,3,756000,5604,88000,2424000,695000,411000
VODAFONE,2019,Communications,GBR,United Kingdom,SGP,Singapore,119914209,-999000,-351861,174,10159355,211591,53331519,66582690,56204209,-13195207
VODAFONE,2019,Communications,GBR,United Kingdom,TUR,Turkey,2512848195,-35057113,31921422,3262,707220561,32999462,2390485163,122363031,5767624265,-4687086708
VODAFONE,2019,Communications,GBR,United Kingdom,TWN,Taiwan,890734,213000,2881,NA,215667,1800,598702,292032,1218814,67429
VODAFONE,2019,Communications,GBR,United Kingdom,TZA,Tanzania,401902750,53389590,18882026,540,249861623,17038553,401525956,376794,222597482,266248744
VODAFONE,2019,Communications,GBR,United Kingdom,UKR,Ukraine,212000,-3907397,53570,NA,186000,NA,212000,NA,13523000,-12033000
VODAFONE,2019,Communications,GBR,United Kingdom,USA,United States of America,299582000,11058257,-3342000,267,14846000,279000,89733000,209849000,-62022000,103961000
VODAFONE,2019,Communications,GBR,United Kingdom,ZAF,South Africa,4795279141,2199448134,328957593,5354,2053716556,338878317,4539984162,255294979,5047812965,4182262858
VODAFONE,2019,Communications,GBR,United Kingdom,ZMB,Zambia,6425036,-2818899,NA,134,220098,231771,6425036,NA,3179499,-4287880
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,FRA,France,NA,1032000000,-332000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,USA,United States of America,NA,-4673000000,53000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,CHE,Switzerland,NA,994000000,210000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,DEU,Germany,NA,959000000,206000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,GBR,United Kingdom,NA,316000000,20000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,JPN,Japan,NA,649000000,152000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,BEL,Belgium,NA,461000000,127000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,ESP,Spain,NA,132000000,58000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,ITA,Italy,NA,319000000,69000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,HKG,Hong Kong,NA,365000000,23000000,NA,NA,NA,NA,NA,NA,NA
AXA,2018,"Banking, Insurance & Financial Services",FRA,France,other,NA,NA,688000000,158000000,NA,NA,NA,NA,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,AUT,Austria,1229847000,49441000,8617000,131,124428000,9131000,872511000,357336000,132278000,84312000
ENI,2018,Mining & Extraction,ITA,Italy,BEL,Belgium,2425316000,293390000,85434000,233,3523000,63089000,767798000,1657518000,2419725000,123514000
ENI,2018,Mining & Extraction,ITA,Italy,CYP,Cyprus,4689000,-48174000,NA,30,11869000,NA,NA,4689000,568002000,-298465000
ENI,2018,Mining & Extraction,ITA,Italy,CZE,Czechia,5579000,-275000,92000,16,852000,89000,5579000,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,DNK,Denmark,587000,172000,34000,2,NA,38000,NA,587000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,FRA,France,4392137000,19826000,14442000,739,323235000,8750000,3451004000,941133000,268663000,20971000
ENI,2018,Mining & Extraction,ITA,Italy,DEU,Germany,2716743000,119618000,48300000,537,375949000,40798000,2445724000,271019000,94145000,78231000
ENI,2018,Mining & Extraction,ITA,Italy,GRC,Greece,192116000,12239000,184000,97,1495000,3892000,823000,191293000,19182000,6749000
ENI,2018,Mining & Extraction,ITA,Italy,GRL,Greenland,149000,-5836000,NA,NA,NA,NA,19000,130000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,HUN,Hungary,210364000,-5854000,78000,159,33750000,67000,201712000,8652000,25380000,-10709000
ENI,2018,Mining & Extraction,ITA,Italy,IRL,Ireland,238354000,51773000,3000000,12,NA,7536000,149585000,88769000,500000000,67310000
ENI,2018,Mining & Extraction,ITA,Italy,ITA,Italy,43372971000,-1856038000,116508000,21066,13549180000,64106000,23609581000,19763390000,20115619000,26999365000
ENI,2018,Mining & Extraction,ITA,Italy,JEY,Jersey,20935000,7077000,NA,NA,8664000,NA,6670000,14265000,25546000,7077000
ENI,2018,Mining & Extraction,ITA,Italy,MLT,Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,MNE,Montenegro,152000,-5560000,NA,6,653000,NA,152000,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,NLD,Netherlands,1612911000,-298018000,6948000,69,29327000,7890000,34919000,1577992000,44485843000,15886423000
ENI,2018,Mining & Extraction,ITA,Italy,POL,Poland,4470000,1064000,163000,6,286000,194000,3007000,1463000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,PRT,Portugal,1224000,-17417000,NA,8,3311000,NA,175000,1049000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,ROU,Romania,2714000,184000,NA,13,554000,51000,2199000,515000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,SVK,Slovakia,1180000,-271000,2000,6,7000,-27000,1180000,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,SVN,Slovenia,42813000,4338000,659000,36,1821000,675000,42798000,15000,12957000,14265000
ENI,2018,Mining & Extraction,ITA,Italy,ESP,Spain,373115000,3996000,652000,95,16966000,983000,355089000,18026000,17299000,2072000
ENI,2018,Mining & Extraction,ITA,Italy,SWE,Sweden,2558000,383000,86000,1,404000,84000,2159000,399000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,CHE,Switzerland,806778000,23815000,4874000,84,84832000,5573000,788029000,18749000,95982000,23947000
ENI,2018,Mining & Extraction,ITA,Italy,TUR,Turkey,15722000,9635000,260000,10,25273000,191000,7714000,8008000,4000,627000
ENI,2018,Mining & Extraction,ITA,Italy,UKR,Ukraine,311000,-957000,13000,12,11000,NA,87000,224000,1978000,-1547000
ENI,2018,Mining & Extraction,ITA,Italy,GBR,United Kingdom,33763635000,-654766000,145546000,993,1898851000,222659000,19581231000,14182404000,5255942000,2596604000
ENI,2018,Mining & Extraction,ITA,Italy,DZA,Algeria,1473905000,786585000,630079000,776,3052456000,639796000,738949000,734956000,12000,NA
ENI,2018,Mining & Extraction,ITA,Italy,AGO,Angola,2540302000,684095000,315805000,354,4742261000,337928000,40928000,2499374000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,COG,Congo,1471937000,-431660000,249361000,577,5435220000,247809000,131972000,1339965000,390099000,-656043000
ENI,2018,Mining & Extraction,ITA,Italy,COD,Democratic Republic of the Congo,-19000,-444000,NA,NA,NA,NA,NA,-19000,805000,-1279000
ENI,2018,Mining & Extraction,ITA,Italy,EGY,Egypt,3679297000,1779870000,439842000,2902,7391415000,439945000,3671019000,8278000,14000,1239000
ENI,2018,Mining & Extraction,ITA,Italy,GAB,Gabon,6018000,-11206000,NA,16,12551000,NA,4482000,1536000,13710000,-61721000
ENI,2018,Mining & Extraction,ITA,Italy,GHA,Ghana,372273000,12541000,NA,232,1993328000,NA,73960000,298313000,12742000,-212564000
ENI,2018,Mining & Extraction,ITA,Italy,CIV,Côte d'Ivoire,NA,-17084000,NA,1,NA,NA,NA,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,KEN,Kenya,197000,-3833000,NA,15,722000,NA,147000,50000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,LBY,Libya,4294558000,2823360000,1885035000,3709,3432224000,1866084000,3792895000,501663000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,MAR,Morocco,3973000,-33551000,NA,6,69000,NA,151000,3822000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,MOZ,Mozambique,5267000,-4060000,NA,115,670000,NA,5267000,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,NGA,Nigeria,1285152000,157495000,157560000,1164,2125179000,204988000,313931000,971221000,2458000,2555666000
ENI,2018,Mining & Extraction,ITA,Italy,ZAF,South Africa,115000,-6040000,NA,6,342000,NA,113000,2000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,TUN,Tunisia,193424000,26291000,132977000,524,224696000,136062000,96818000,96606000,96000,9000
ENI,2018,Mining & Extraction,ITA,Italy,AUS,Australia,238849000,51296000,30580000,90,848679000,25039000,205531000,33318000,123487000,-124415000
ENI,2018,Mining & Extraction,ITA,Italy,CHN,China,183862000,1857000,-26000,69,43475000,11000,169171000,14691000,39045000,-57266000
ENI,2018,Mining & Extraction,ITA,Italy,IND,India,417000,-3261000,12000,5,202000,163000,239000,178000,230000,-273000
ENI,2018,Mining & Extraction,ITA,Italy,IDN,Indonesia,710564000,277470000,7323000,328,1443152000,46647000,244706000,465858000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,IRN,Iran,6663000,-1675000,25000,NA,NA,25000,6284000,379000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,IRQ,Iraq,556807000,153657000,27187000,483,656506000,29212000,1518000,555289000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,KAZ,Kazakhstan,1930690000,950015000,211832000,1750,10438477000,203985000,769457000,1161233000,3609000,-1992000
ENI,2018,Mining & Extraction,ITA,Italy,LBN,Lebanon,8000,-10822000,NA,NA,NA,NA,2000,6000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,MMR,Myanmar,188000,-12222000,NA,25,194000,NA,175000,13000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,OMN,Oman,69000,-6164000,NA,10,625000,NA,63000,6000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,PAK,Pakistan,140065000,51610000,211000,339,113661000,2169000,119298000,20767000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,RUS,Russia,129204000,38440000,194000,71,297558000,726000,71325000,57879000,31374000,-24843000
ENI,2018,Mining & Extraction,ITA,Italy,SAU,Saudi Arabia,249267000,NA,8633000,NA,NA,NA,249267000,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,SGP,Singapore,1709564000,-6154000,-189000,27,69000,739000,1608899000,100665000,51000,-178000
ENI,2018,Mining & Extraction,ITA,Italy,TLS,Timor-Leste,494000,-532000,-11419000,3,51000,NA,NA,494000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,TKM,Turkmenistan,120030000,22084000,11280000,983,465537000,9528000,119116000,914000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,ARE,United Arab Emirates,838760000,517323000,479884000,25,1017082000,449827000,235807000,602953000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,VNM,Viet Nam,444000,-41971000,NA,37,4785000,NA,443000,1000,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,ARG,Argentina,7991000,6768000,NA,NA,NA,2710000,7991000,NA,735000,-7226000
ENI,2018,Mining & Extraction,ITA,Italy,BHS,Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
ENI,2018,Mining & Extraction,ITA,Italy,BMU,Bermuda,196000,142000,NA,NA,NA,NA,NA,196000,94481000,320635000
ENI,2018,Mining & Extraction,ITA,Italy,BRA,Brazil,NA,-34000,NA,NA,NA,NA,NA,NA,370029000,-370064000
ENI,2018,Mining & Extraction,ITA,Italy,VGB,Virgin Islands (British),NA,NA,NA,NA,NA,NA,NA,NA,42000,482030000
ENI,2018,Mining & Extraction,ITA,Italy,CAN,Canada,NA,NA,NA,NA,NA,NA,NA,NA,2246171000,-1249559000
ENI,2018,Mining & Extraction,ITA,Italy,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENI,2018,Mining & Extraction,ITA,Italy,ECU,Ecuador,243307000,46648000,63949000,770,212821000,28755000,93139000,150168000,193000,33120000
ENI,2018,Mining & Extraction,ITA,Italy,MEX,Mexico,1314000,-90396000,NA,125,380249000,NA,1314000,NA,NA,-96100000
ENI,2018,Mining & Extraction,ITA,Italy,USA,United States of America,3968057000,-393094000,4330000,378,2831464000,9936000,2768093000,1199964000,3499746000,-2507343000
ENI,2018,Mining & Extraction,ITA,Italy,VEN,Venezuela,50231000,-233818000,533000,139,62739000,24541000,24364000,25867000,42033000,11774000
